,brand,prix,Segment de marché,min,max
289,les petites,89.0,milieu de gamme,/,/
290,les petites,115.0,milieu de gamme,/,/
291,les petites,90.0,milieu de gamme,/,/
292,les petites,178.0,milieu de gamme,/,/
293,les petites,32.0,milieu de gamme,/,/
294,les petites,57.0,milieu de gamme,/,/
295,les petites,65.0,milieu de gamme,/,/
296,les petites,150.0,milieu de gamme,/,/
297,les petites,137.85,milieu de gamme,/,/
298,les petites,139.12,milieu de gamme,/,/
299,les petites,190.0,milieu de gamme,/,/
300,les petites,76.49,milieu de gamme,/,/
301,les petites,95.0,milieu de gamme,/,/
302,les petites,23.0,milieu de gamme,/,/
303,les petites,50.0,milieu de gamme,/,/
304,les petites,60.0,milieu de gamme,/,/
305,les petites,50.0,milieu de gamme,/,/
306,les petites,40.0,milieu de gamme,/,/
307,les petites,66.0,milieu de gamme,/,/
308,les petites,45.0,milieu de gamme,/,/
309,les petites,120.0,milieu de gamme,/,/
310,les petites,52.0,milieu de gamme,/,/
311,les petites,43.0,milieu de gamme,/,/
312,les petites,45.0,milieu de gamme,/,/
313,les petites,72.0,milieu de gamme,/,/
314,les petites,59.0,milieu de gamme,/,/
315,les petites,120.0,milieu de gamme,/,/
316,les petites,50.0,milieu de gamme,/,/
317,les petites,60.0,milieu de gamme,/,/
318,les petites,62.0,milieu de gamme,/,/
319,les petites,130.0,milieu de gamme,/,/
320,les petites,120.0,milieu de gamme,/,/
321,les petites,51.0,milieu de gamme,/,/
322,les petites,47.0,milieu de gamme,/,/
323,les petites,60.0,milieu de gamme,/,/
324,les petites,200.0,milieu de gamme,/,/
325,les petites,47.0,milieu de gamme,/,/
326,les petites,47.0,milieu de gamme,/,/
327,les petites,179.0,milieu de gamme,/,/
328,les petites,150.0,milieu de gamme,/,/
329,les petites,120.0,milieu de gamme,/,/
330,les petites,150.0,milieu de gamme,/,/
331,les petites,200.0,milieu de gamme,/,/
332,les petites,250.0,milieu de gamme,/,/
333,les petites,80.0,milieu de gamme,/,/
334,les petites,79.0,milieu de gamme,/,/
335,les petites,125.0,milieu de gamme,/,/
336,les petites,120.0,milieu de gamme,/,/
337,les petites,280.0,milieu de gamme,/,/
338,les petites,75.0,milieu de gamme,/,/
339,les petites,89.0,milieu de gamme,/,/
340,les petites,200.0,milieu de gamme,/,/
341,les petites,140.0,milieu de gamme,/,/
342,les petites,75.0,milieu de gamme,/,/
343,les petites,120.0,milieu de gamme,/,/
344,les petites,75.0,milieu de gamme,/,/
345,les petites,87.0,milieu de gamme,/,/
346,les petites,145.0,milieu de gamme,/,/
347,les petites,89.0,milieu de gamme,/,/
348,les petites,47.0,milieu de gamme,/,/
349,les petites,85.0,milieu de gamme,/,/
350,les petites,73.0,milieu de gamme,/,/
351,les petites,70.0,milieu de gamme,/,/
352,les petites,95.0,milieu de gamme,/,/
353,les petites,85.0,milieu de gamme,/,/
354,les petites,50.0,milieu de gamme,/,/
355,les petites,70.0,milieu de gamme,/,/
356,les petites,70.0,milieu de gamme,/,/
357,les petites,110.0,milieu de gamme,/,/
358,les petites,83.66,milieu de gamme,/,/
359,hugo boss,60.0,premium / luxe abordable,249,699
360,hugo boss,75.0,premium / luxe abordable,249,699
361,hugo boss,55.0,premium / luxe abordable,249,699
362,hugo boss,76.0,premium / luxe abordable,249,699
363,hugo boss,65.0,premium / luxe abordable,249,699
364,hugo boss,40.0,premium / luxe abordable,249,699
365,hugo boss,80.0,premium / luxe abordable,249,699
366,hugo boss,68.0,premium / luxe abordable,249,699
367,hugo boss,189.71,premium / luxe abordable,249,699
368,hugo boss,72.0,premium / luxe abordable,249,699
369,hugo boss,100.0,premium / luxe abordable,249,699
370,hugo boss,50.0,premium / luxe abordable,249,699
371,hugo boss,199.0,premium / luxe abordable,249,699
372,hugo boss,99.0,premium / luxe abordable,249,699
373,hugo boss,79.0,premium / luxe abordable,249,699
374,hugo boss,82.21,premium / luxe abordable,249,699
